Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
FAS_1094,FAS,Communication Studies ,Any program,Undergraduate,Bachelor,,,Humanities+,Humanities+ Is A Skills Development + Work-Integrated Learning (Wil) Experience Program That Offers Students In Humanities-Based Programs A Unique Opportunity To Prepare For Life After Graduation. The Program Is Offered In Partnership With Futurebound And Career And Planning Services (Caps).,Practica,Course-integrated;Work-integrated,
FAS_1095,FAS,Dean of Arts & Science(Office),,,,WILA,600,APP SCI. AND EDUC. INTERN I,Applied Sciences And Education Internship I,Practica,Course-integrated;Work-integrated,
FAS_1096,FAS,Dean of Arts & Science(Office),,,,WILA,601,APP SCI AND EDUC REF LRN ACT I,Applied Sciences And Education Reflective Learning Activities I,Practica,Course-integrated;Work-integrated,
FAS_1097,FAS,Dean of Arts & Science(Office),,,,WILA,700,APP SCI AND EDUC INTERN II,Applied Sciences And Education Internship Ii,Practica,Course-integrated;Work-integrated,
FAS_1098,FAS,Dean of Arts & Science(Office),,,,WILA,701,APP SCI / EDUC REF LRN ACT II,Applied Sciences And Education Reflective Learning Activities Ii,Practica,Course-integrated;Work-integrated,
FAS_1099,FAS,Economics,Economics,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,,Practica,Course-integrated;Work-integrated,
FAS_11,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor / Certificate,AHSC,443,Community Development I,Community,Practica,Course-integrated;Community-based,
FAS_110,FAS,Economics,Economics,Graduate,Master / PhD,ECON,683,Applied Econometrics: Microeconometrics,Practical Aspects Of Analysis,,Course-integrated,
FAS_1100,FAS,Education,Adult Education,Undergraduate,Bachelor,ADED,496,INTEGRATIVE SEMINAR I,Integrative Seminar I,Hands-on workshops,Course-integrated;Work-integrated,
FAS_1101,FAS,Education,Adult Education,Undergraduate,Bachelor,ADED,497,INTEGRATIVE SEMINAR II,Integrative Seminar Ii,Practica,Course-integrated;Work-integrated,
FAS_1102,FAS,Education,Any program,Graduate,Master,ADIP,500,ADED-QUEBEC AS A FIELD STUDY,Aded-Quebec As A Field Study,Practica,Course-integrated;Work-integrated,
FAS_1103,FAS,Education,Any program,Graduate,Master,ADIP,585,INTEGRATIVE INTERNSHIP I,Integrative Internship I,Practica,Course-integrated;Work-integrated,
FAS_1104,FAS,Education,Any program,Graduate,Master,ADIP,586,INTEGRATIVE INTERNSHIP II,Integrative Internship Ii,Practica,Course-integrated;Work-integrated,
FAS_1105,FAS,Education,Any program,Graduate,Master,ADIP,594,PRACTICUM II,Practicum Ii,Practica,Course-integrated;Work-integrated,
FAS_1106,FAS,Education,Any program,Graduate,Master,CHST,691,INTERNSHIP FIELD PLACEMENT I,Internship Field Placement I,Practica,Course-integrated;Work-integrated,
FAS_1107,FAS,Education,Any program,Graduate,Master,CHST,692,INTERNSHIP FIELD PLACEMENT II,Internship Field Placement Ii,Practica,Course-integrated;Work-integrated,
FAS_1108,FAS,Education,Any program,Graduate,Master,CHST,693,INTERNSHIP,Internship,Practica,Course-integrated;Work-integrated,
FAS_1109,FAS,Education,Any program,Graduate,Master,CHST,695,INTERNSHIP,Internship,Practica,Course-integrated;Work-integrated,
FAS_1110,FAS,Education,Any program,Graduate,Master,ADIP,593,PRACTICUM I,Practicum I,Practica,Course-integrated;Work-integrated,
FAS_1111,FAS,Education,Any program,Undergraduate,Bachelor,EDUC,295,INTERNSHIP I:PRE-K TEACH,Internship I: Prekindergarten Teaching,Practica; Games/Role-playing,Course-integrated;Work-integrated,
FAS_1112,FAS,Education,Any program,Undergraduate,Bachelor,EDUC,297,INT. II:OBSERV/EVAL IN EDUC,Internship Ii: Observation And Evaluation In Education,Practica,Course-integrated;Work-integrated,
FAS_1113,FAS,Education,Any program,Undergraduate,Bachelor,EDUC,395,INT. III: KINDERG TEACHING,Internship Iii: Kindergarten Teaching,Practica; Games/Role-playing,Course-integrated;Work-integrated,
FAS_1114,FAS,Education,Any program,Undergraduate,Bachelor,EDUC,460,CH STDS FLD EXP-EARL/CHILDHOOD,Child Studies Field Experience: Early Childhood Settings,Practica,Course-integrated;Work-integrated,
FAS_1115,FAS,Education,Any program,Undergraduate,Bachelor,EDUC,462,CH STDS FIELD EXP-INCL PRAC,Child Studies Field Experience:  Inclusive Practices In Childhood Settings,Practica,Course-integrated;Work-integrated,
FAS_1116,FAS,Education,Any program,Undergraduate,Bachelor,EDUC,493,INT. IV:PRIMARY TEACHING,Internship Iv: Primary Teaching,Practica,Course-integrated;Work-integrated,
FAS_1117,FAS,Education,Any program,Undergraduate,Bachelor,EDUC,495,SELECTED TOPICS IN EDUCATION,Selected Topics In Education,Practica,Course-integrated;Work-integrated,
FAS_1118,FAS,Education,Any program,Graduate,Master,ETEC,590,FIELD EXPERIENCE,Field Experience,Practica,Course-integrated;Work-integrated,
FAS_1119,FAS,Education,Any program,Graduate,Master,ETEC,690,THESIS OR THESIS-EQUIVALENT,Thesis Or Thesis-Equivalent,Practica;Laboratory/Clinics,Course-integrated;Research-based,
FAS_1120,FAS,Education,Any program,Graduate,Master,ETEC,781,INTERNSHIP I,Internship I,Practica,Course-integrated;Work-integrated,
FAS_1121,FAS,Education,Any program,Graduate,Master,ETEC,782,INTERNSHIP II,Internship Ii,Practica,Course-integrated;Work-integrated,
FAS_1122,FAS,Education,Any program,Graduate,Master,ETEC,783,INTERNSHIP III,Internship Iii,Practica,Course-integrated;Work-integrated,
FAS_1123,FAS,Education,Any program,Graduate,Master,ETEC,784,INTERNSHIP IV,Internship Iv,Practica,Course-integrated;Work-integrated,
FAS_1124,FAS,Education,Any program,Graduate,Master,ETEC,790,INTERNSHIP I (THESIS OPTION),Internship I (Thesis Option),Practica;Laboratory/Clinics,Course-integrated;Work-integrated;Research-based,
FAS_1125,FAS,Education,Any program,Graduate,Master,ETEC,791,INTERNSHIP II (N-THESIS OPT),Internship Ii (N-Thesis Opt),Practica;Laboratory/Clinics,Course-integrated;Work-integrated;Research-based,
FAS_1126,FAS,Education,Any program,Graduate,Master,ETEC,792,INTERNSHIP REPORT (N-THESIS),Internship Report (N-Thesis),Practica;Laboratory/Clinics,Course-integrated;Work-integrated;Research-based,
FAS_1127,FAS,Education,Any program,,,TEAC,609,Field Experience in Teaching,Field Experience In Teaching,Practica,Course-integrated;Work-integrated,
FAS_1128,FAS,Education,Any program,Undergraduate,Bachelor,CHST,696,COMPREHENSIVE EXAMINATION,Comprehensive Examination,Practica,Course-integrated;Work-integrated,
FAS_1129,FAS,English,Any program,Undergraduate,Bachelor,,,Humanities+,Humanities+ Is A Skills Development + Work-Integrated Learning (Wil) Experience Program That Offers Students In Humanities-Based Programs A Unique Opportunity To Prepare For Life After Graduation. The Program Is Offered In Partnership With Futurebound And Career And Planning Services (Caps).,Practica,Course-integrated;Work-integrated,
FAS_1130,FAS,English,Professional Writing,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,,Practica,Course-integrated;Work-integrated,
FAS_1131,FAS,Études françaises,Specialisation en Traduction,Undergraduate,Bachelor,FTRA,420,STAGE DE FORM:ANGL AU FRAN,Stage De Formation : De L'Anglais Au Français,Practica,Course-integrated;Work-integrated,
FAS_1132,FAS,Études françaises,Specialisation en Traduction,Undergraduate,Bachelor,FTRA,421,STAGE DE FORM:FRAN À L ANGL,Stage De Form:Fran À L Angl,Practica,Course-integrated;Work-integrated,
FAS_1133,FAS,Études françaises,Specialisation en Traduction,Undergraduate,Bachelor,FTRA,422,STAGE DE FORM 1:ANGL AU FRAN,Stage De Formation : De L'Anglais Au Français I,Practica,Course-integrated;Work-integrated,
FAS_1134,FAS,Études françaises,Specialisation en Traduction,Undergraduate,Bachelor,FTRA,423,STAGE DE FORM 1:FRAN A ANGL,Stage De Formation : Du Français À L'Anglais I,Practica,Course-integrated;Work-integrated,
FAS_1135,FAS,Études françaises,Specialisation en Traduction,Undergraduate,Bachelor,FTRA,424,STAGE DE FORM II:ANGL A FRAN,Stage De Formation : De L'Anglais Au Français Ii,Practica,Course-integrated;Work-integrated,
FAS_1136,FAS,Études françaises,Specialisation en Traduction,Undergraduate,Bachelor,FTRA,425,STAGE DE FORM II:FRAN A ANGL,Stage De Formation : Du Français À L'Anglais Ii,Practica,Course-integrated;Work-integrated,
FAS_1137,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,517,STAGE DE FORM 1:FRAN A ANGL,Stage De Form 1:Fran A Angl,Practica,Course-integrated;Work-integrated,
FAS_1138,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,519,STAGE DE FORM 2:FRAN A L ANG,Stage De Form 2:Fran A L Ang,Practica,Course-integrated;Work-integrated,
FAS_1139,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,520,STAGE DE FORM:ANGL AU FRAN,Stage De Form:Angl Au Fran,Practica,Course-integrated;Work-integrated,
FAS_1140,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,521,STAGE DE FORM:FRAN À L ANGL,Stage De Form:Fran À L Angl,Practica,Course-integrated;Work-integrated,
FAS_1141,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,522,STAGE DE FORM 1:ANGL AU FRAN,Stage De Form 1:Angl Au Fran,Practica,Course-integrated;Work-integrated,
FAS_1142,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,526,STAGE DE FORM 2:ANGL AU FRAN,Stage De Form 2:Angl Au Fran,Practica,Course-integrated;Work-integrated,
FAS_1143,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,559,STAGE EN GESTION DE PROJET,Stage En Gestion De Projet,Practica,Course-integrated;Work-integrated,
FAS_1144,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,560,STAGE EN GESTION DE PROJET I,Stage En Gestion De Projet I,Practica,Course-integrated;Work-integrated,
FAS_1145,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,561,STAGE EN GESTION DE PROJET II,Stage En Gestion De Projet Ii,Practica,Course-integrated;Work-integrated,
FAS_1146,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,617,STAGE DE FORM/FRAN A L'ANGL I,Stage De Formation Du Français À L'Anglais I,Practica,Course-integrated;Work-integrated,
FAS_1147,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,619,STAGE DE FORMATION,Stage De Formation Français À L'Anglais Ii,Practica,Course-integrated;Work-integrated,
FAS_1148,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,620,STAGE DE FORMATION (F),Stage De Formation (F),Practica,Course-integrated;Work-integrated,
FAS_1149,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,621,STAGE DE FORMATION (A),Stage De Formation (A),Practica,Course-integrated;Work-integrated,
FAS_1150,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,628,TRAVAUX DIRIGÉS,Travaux Dirigés,Practica,Course-integrated;Work-integrated,
FAS_1151,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,642,STAGE DE FORM/L'ANGL AU FRAN I,Stage De Formation De L'Anglais Au Français I,Practica,Course-integrated;Work-integrated,
FAS_1152,FAS,Études françaises,Specialisation en Traduction,Graduate,Master,FTRA,646,STAGE DE FORMATION,Stage De Formation L'Anglais Au Français Ii,Practica,Course-integrated;Work-integrated,
FAS_1153,FAS,Études françaises,Traduction,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,,Practica,Course-integrated;Work-integrated,
FAS_1154,FAS,Études françaises,Any program,Undergraduate,Bachelor,,,Humanities+,Humanities+ Is A Skills Development + Work-Integrated Learning (Wil) Experience Program That Offers Students In Humanities-Based Programs A Unique Opportunity To Prepare For Life After Graduation. The Program Is Offered In Partnership With Futurebound And Career And Planning Services (Caps).,Practica,Course-integrated;Work-integrated,
FAS_1155,FAS,"Geography, Planning and Environment",Urban Planing / Urban Studies,Undergraduate,Bachelor,URBS,300,NEIGHBOUR/COMMUNITY PLANNING,Neighbourhood And Community Planning,Practica,Course-integrated;Work-integrated;Community-based,
FAS_1156,FAS,History,Any program,Undergraduate,Bachelor,,,Humanities+,Humanities+ Is A Skills Development + Work-Integrated Learning (Wil) Experience Program That Offers Students In Humanities-Based Programs A Unique Opportunity To Prepare For Life After Graduation. The Program Is Offered In Partnership With Futurebound And Career And Planning Services (Caps).,Practica,Course-integrated;Work-integrated,
FAS_1157,FAS,Humanities+,Humanities+,Undergraduate,Bachelor/Certificate,SKIL,404,WORK-INTEGRATED EXPERIENCE,Work-Integrated Experience,Practica,Course-integrated;Work-integrated,
FAS_1158,FAS,Journalism,Any program,Undergraduate,Bachelor,,,Humanities+,Humanities+ Is A Skills Development + Work-Integrated Learning (Wil) Experience Program That Offers Students In Humanities-Based Programs A Unique Opportunity To Prepare For Life After Graduation. The Program Is Offered In Partnership With Futurebound And Career And Planning Services (Caps).,Practica,Course-integrated;Work-integrated,
